nickname,raw_value,raw_units,value,units,specifier,doi,record_method,,,experimental,state,
A-DPS-TA,0.27,eV,[0.27],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.04.025,QuantityModelTemplateParser,,,1,Film,
A-DPS-TA,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.04.025,QuantityModelTemplateParser,,,1,Film,
A-BP-TA,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.04.025,QuantityModelTemplateParser,,,1,Film,
"4-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-10-phenyl-10H-spiro[acridine-9,9'-xanthene]",0.07,[eV],[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110389,STSplitTableParser,,,1,CC1=CC=CC=C1,
"4-(4-(2,6-diphenylpyrimidin-4-yl)phenyl)-10-phenyl-10H-spiro[acridine-9,9'-xanthene]",0.35,[eV],[0.35],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110389,STSplitTableParser,,,1,CC1=CC=CC=C1,
"4-(4-(4,6-di-tert-butyl-1,3,5-triazin-2-yl)phenyl)-10-phenyl-10H-spiro[acridine-9,9'-xanthene]",0.32,[eV],[0.32],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110389,STSplitTableParser,,,1,CC1=CC=CC=C1,
"4-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)-10-phenyl-10H-spiro[acridine-9,9'-xanthene]",0.27,[eV],[0.27],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110389,AutoTableParser,,,1,Film,
"4-(4-(2,6-diphenylpyrimidin-4-yl)phenyl)-10-phenyl-10H-spiro[acridine-9,9'-xanthene]",0.3,[eV],[0.3],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110389,AutoTableParser,,,1,Film,
"4-(4-(4,6-di-tert-butyl-1,3,5-triazin-2-yl)phenyl)-10-phenyl-10H-spiro[acridine-9,9'-xanthene]",0.28,[eV],[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110389,STSplitTableParser,,,1,Film,
Cz-TRZ1,0.27,(eV),[0.27],ElectronVolt^(1.0),ΔEST,10.1016/j.scib.2020.08.023,AutoTableParser,,,0,-,
MeCz-TAZTRZ,0.1,(eV),[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.scib.2020.08.023,AutoTableParser,,,0,-,
tBuCz-TAZTRZ,0.1,(eV),[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.scib.2020.08.023,AutoTableParser,,,0,-,
DACz-TAZTRZ,0.03,(eV),[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.scib.2020.08.023,AutoTableParser,,,0,-,
TCO-DMAC,0.04,[eV],[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.127418,AutoTableParser,,,1,Film,
TCO-PXZ,0.09,[eV],[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.127418,AutoTableParser,,,1,Film,
PhCO-DMAC,0.04,[eV],[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.127418,AutoTableParser,,,1,Film,
Cbz-PYR,0.695,(eV),[0.695],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118473,AutoTableParser,,,1,Film,
pCbz-PYR,0.658,(eV),[0.658],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118473,AutoTableParser,,,1,Film,
dCbz-PYR,0.333,(eV),[0.333],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118473,AutoTableParser,,,1,Film,
dCbz-pPYR,0.111,(eV),[0.111],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118473,AutoTableParser,,,1,Film,
Cbz-PYR,0.539,(eV),[0.539],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118473,AutoTableParser,,,0,-,
pCbz-PYR,0.426,(eV),[0.426],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118473,AutoTableParser,,,0,-,
dCbz-PYR,0.171,(eV),[0.171],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118473,AutoTableParser,,,0,-,
dCbz-pPYR,0.064,(eV),[0.064],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118473,AutoTableParser,,,0,-,
Pz-DMNI,0.001,eV,[0.001],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.04.071,MultiQuantityModelTemplateParser,,,0,-,
DMAC-DMNI,0.0005,eV,[0.0005],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.04.071,MultiQuantityModelTemplateParser,,,0,-,
Pz-DMNI,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.04.071,MultiQuantityModelTemplateParser,,,1,Film,
DMAC-DMNI,0.13,eV,[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.04.071,QuantityModelTemplateParser,,,1,Film,
IQ-pTPA,0.2,(eV),[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131510,AutoTableParser,,,1,CC1=CC=CC=C1,
IQ-oTPA,0.07,(eV),[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131510,AutoTableParser,,,1,CC1=CC=CC=C1,
3Cz2BN,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.129097,QuantityModelTemplateParser,,,1,CC1CCCO1,
3Cz2BN,0.08,eV,[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.129097,QuantityModelTemplateParser,,,0,-,
DCzPO,0.24,eV,[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.128457,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
BFDBFID,0.06,(eV),[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.128550,AutoTableParser,,,1,CC1=CC=CC=C1,
BFDBFBC,0.13,(eV),[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.128550,AutoTableParser,,,1,CC1=CC=CC=C1,
BFDBFID,0.01,(eV),[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.128550,AutoTableParser,,,0,-,
BFDBFBC,0.07,(eV),[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.128550,AutoTableParser,,,0,-,
MBF,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109392,MultiQuantityModelTemplateParser,,,1,Film,
MPA,0.14,eV,[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109392,QuantityModelTemplateParser,,,1,Film,
BBFCz,0.26,(eV),[0.26],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.129185,AutoTableParser,,,1,CC1=CC=CC=C1,
BICz,0.15,(eV),[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.129185,AutoTableParser,,,1,CC1=CC=CC=C1,
?-2DMAC-DBP,0.01,(eV),[0.01],ElectronVolt^(1.0),ΔEst,10.1016/j.dyepig.2021.109580,AutoTableParser,,,0,-,
?-DMAC-DBP,0.145,(eV),[0.145],ElectronVolt^(1.0),ΔEst,10.1016/j.dyepig.2021.109580,AutoTableParser,,,0,-,
?-DMAC-DBP,0.248,(eV),[0.248],ElectronVolt^(1.0),ΔEst,10.1016/j.dyepig.2021.109580,AutoTableParser,,,0,-,
?-DI-DBP,0.2,(eV),[0.2],ElectronVolt^(1.0),ΔEst,10.1016/j.dyepig.2021.109580,AutoTableParser,,,0,-,
?-2DMAC-DBP,0.04,(eV),[0.04],ElectronVolt^(1.0),ΔEst,10.1016/j.dyepig.2021.109580,AutoTableParser,,,1,Film,
?-DMAC-DBP,0.04,(eV),[0.04],ElectronVolt^(1.0),ΔEst,10.1016/j.dyepig.2021.109580,AutoTableParser,,,1,Film,
?-DMAC-DBP,0.09,(eV),[0.09],ElectronVolt^(1.0),ΔEst,10.1016/j.dyepig.2021.109580,AutoTableParser,,,1,Film,
?-DI-DBP,0.12,(eV),[0.12],ElectronVolt^(1.0),ΔEst,10.1016/j.dyepig.2021.109581,AutoTableParser,,,1,Film,
DHID-DPS,0.14,(eV),[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118287,AutoTableParser,,,0,-,
DHID-DBS,0.21,(eV),[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118287,AutoTableParser,,,0,-,
DHID-DPS,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118287,QuantityModelTemplateParser,,,1,Film,neat
DHID-DBS,0.33,eV,[0.33],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2021.118287,QuantityModelTemplateParser,,,1,Film,neat
2DBT-BZ-2Cz,0.02,[eV],[0.02],ElectronVolt^(1.0),ΔESTh,10.1016/j.orgel.2021.106199,AutoTableParser,,,1,Film,neat
2DFT-BZ-2Cz,0.01,[eV],[0.01],ElectronVolt^(1.0),ΔESTh,10.1016/j.orgel.2021.106199,AutoTableParser,,,1,Film,neat
2DFT-BZ-2CZ,0.24,eV,[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106199,MultiQuantityModelTemplateParser,,,0,-,
2DBT-BZ-2CZ,0.23,eV,[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106199,MultiQuantityModelTemplateParser,,,0,-,
BPy-DMAC,0.2,(eV),[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109192,AutoTableParser,,,1,Film,
BPy-PXZ,0.14,(eV),[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109192,AutoTableParser,,,1,Film,
4CzCNPy,0.02,[eV],[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109395,AutoTableParser,,,1,[H]C(Cl)(Cl)[H],
4tCzCNPy,0.06,[eV],[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109395,AutoTableParser,,,1,[H]C(Cl)(Cl)[H],
4oCzCNPy,0.02,[eV],[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109395,AutoTableParser,,,1,[H]C(Cl)(Cl)[H],
4CzCNPy,0.23,[eV],[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109395,AutoTableParser,,,0,-,
4tCzCNPy,0.22,[eV],[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109395,AutoTableParser,,,0,-,
4oCzCNPy,0.17,[eV],[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109395,AutoTableParser,,,0,-,
AcDbp,0.2,eV,[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.127902,QuantityModelTemplateParser,,,1,C1CCCO1,
CzDbp,0.24,eV,[0.24],ElectronVolt^(1.0),singlet,10.1016/j.cej.2020.127902,QuantityModelTemplateParser,,,1,C1CCCO1,
PSPP,0.01,[eV],[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.cplett.2021.138474,AutoTableParser,,,1,CC1=CC=CC=C1,
PSPBP,0.02,[eV],[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.cplett.2021.138474,AutoTableParser,,,1,CC1=CC=CC=C1,
CCDMB,0.122,[eV],[0.122],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106187,AutoTableParser,,,0,-,
PCDMB,0.001,[eV],[0.001],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106187,AutoTableParser,,,0,-,
CCDMB,0.21,eV,[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106187,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
PCDMB,0.13,eV,[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106187,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
PCzDD-50,0.042,eV,[0.042],(10^-3.0) * ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.128089,AutoTableParser,,,1,CC1=CC=CC=C1,
PTDD-50,0.047,eV,[0.047],(10^-3.0) * ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.128089,AutoTableParser,,,1,CC1=CC=CC=C1,
DDTPAIPN,0.17,[eV],[0.17],ElectronVolt^(1.0),ΔESTg,10.1016/j.cej.2021.133249,AutoTableParser,,,1,CC1=CC=CC=C1,
DTPAmCPIPN,0.15,[eV],[0.15],ElectronVolt^(1.0),ΔESTg,10.1016/j.cej.2021.133249,AutoTableParser,,,1,CC1=CC=CC=C1,
DDmCPIPN,0.13,[eV],[0.13],ElectronVolt^(1.0),ΔESTg,10.1016/j.cej.2021.133249,AutoTableParser,,,1,CC1=CC=CC=C1,
Dye1,0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2022.112320,QuantityModelTemplateParser,,,1,Film,neat
Dye2,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2022.112320,QuantityModelTemplateParser,,,1,Film,neat
tBuDPACz-DPyM,0.04,(eV),[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110385,AutoTableParser,,,1,Film,neat
MeODPACz-DPyM,0.03,(eV),[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110385,AutoTableParser,,,1,Film,neat
tBuDPACz-DPyM,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110385,QuantityModelTemplateParser,,,0,-,
MeODPACz-DPyM,0.06,(eV),[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110385,AutoTableParser,,,0,-,
"p,o-SPAc-PPM",0.29,(eV),[0.29],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110373,AutoTableParser,,,1,CC1=CC=CC=C1,
"p,m-SPAc-PPM",0.26,(eV),[0.26],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110373,AutoTableParser,,,1,CC1=CC=CC=C1,
"m,o-SPAc-PPM",0.06,(eV),[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110373,AutoTableParser,,,1,CC1=CC=CC=C1,
3-DMAC-AD,0.17,[eV],[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110701,AutoTableParser,,,1,CC1=CC=CC=C1,
3-DMAC-6-Me-AD,0.27,[eV],[0.27],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110701,AutoTableParser,,,1,CC1=CC=CC=C1,
3-DMAC-6-CF3-AD,0.07,[eV],[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110701,AutoTableParser,,,1,CC1=CC=CC=C1,
SiCT,0.27,eV,[0.27],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.04.014,QuantityModelTemplateParser,,,1,Film,
DAcIPN,0.016,eV,[0.016],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.09.002,QuantityModelTemplateParser,,,1,Film,
BCzOX,0.6,(eV),[0.6],ElectronVolt^(1.0),ΔESTh,10.1016/j.optmat.2019.05.040,AutoTableParser,,,1,CC1=CC=CC=C1,
AcCzOX,0.26,(eV),[0.26],ElectronVolt^(1.0),ΔESTh,10.1016/j.optmat.2019.05.040,AutoTableParser,,,1,CC1=CC=CC=C1,
BAcOX,0.26,(eV),[0.26],ElectronVolt^(1.0),ΔESTh,10.1016/j.optmat.2019.05.040,AutoTableParser,,,1,CC1=CC=CC=C1,
4-SCZ,0.35,(eV),[0.35],ElectronVolt^(1.0),∆EST,10.1016/j.jlumin.2018.10.017,AutoTableParser,,,1,CC1=CC=CC=C1,
4-SCZ-F,0.24,(eV),[0.24],ElectronVolt^(1.0),∆EST,10.1016/j.jlumin.2018.10.017,AutoTableParser,,,1,CC1=CC=CC=C1,
4-SCZ,0.19,eV,[0.19],ElectronVolt^(1.0),∆EST,10.1016/j.jlumin.2018.10.017,QuantityModelTemplateParser,,,0,-,
4-SCZ-F,0.16,eV,[0.16],ElectronVolt^(1.0),∆EST,10.1016/j.jlumin.2018.10.017,QuantityModelTemplateParser,,,0,-,
"9,9'-(sulfonylbis(3,1-phenylene))bis(9H-carbazole)",0.44,eV,[0.44],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2018.10.015,QuantityModelTemplateParser,,,1,C1CCCO1,
"10,10'-(sulfonylbis(3,1-phenylene))bis(10H-phenothiazine)",0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2018.10.016,QuantityModelTemplateParser,,,1,C1CCCO1,
"10,10'-(sulfonylbis(3,1-phenylene))bis(10H-phenoxazine)",0.06,eV,[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2018.10.017,QuantityModelTemplateParser,,,1,C1CCCO1,
"10,10'-(sulfonylbis(3,1-phenylene))bis(9,9-dimethyl-9,10-dihydroacridine)",0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2018.10.018,QuantityModelTemplateParser,,,1,C1CCCO1,
"9,9'-(sulfonylbis(3,1-phenylene))bis(9H-carbazole)",0.17,eV,[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2018.10.015,QuantityModelTemplateParser,,,0,-,
"10,10'-(sulfonylbis(3,1-phenylene))bis(10H-phenothiazine)",0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2018.10.016,QuantityModelTemplateParser,,,0,-,
"10,10'-(sulfonylbis(3,1-phenylene))bis(10H-phenoxazine)",0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2018.10.017,QuantityModelTemplateParser,,,0,-,
"10,10'-(sulfonylbis(3,1-phenylene))bis(9,9-dimethyl-9,10-dihydroacridine)",0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2018.10.018,QuantityModelTemplateParser,,,0,-,
TCzIPN,0.1,(eV),[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.jiec.2018.09.040,AutoTableParser,,,1,Film,
CzTAZPO,0.08,[eV],[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.11.018,AutoTableParser,,,1,Film,neat
sCzTAZPO,0.1,[eV],[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2018.11.018,AutoTableParser,,,1,Film,neat
DPECTT,0.04,(eV),[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.03.045,AutoTableParser,,,1,Solid,
FIA-BO,0.1,eV,[0.008],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.164699,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
FIA-TR,0,eV,[0.031],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.164699,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
FIA-SO,0.14,eV,[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.164699,QuantityModelTemplateParser,,,1,Film,
"2,6-bis(3,6-di-tert-butyl-9H-carbazol-9-yl)-4-(4-(phenylethynyl)phenyl)pyridine-3,5-dicarbonitrile",0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2025.117027,QuantityModelTemplateParser,,,1,C1CCCO1,
"2,6-bis(3,6-di-tert-butyl-9H-carbazol-9-yl)-4-(4-((4-fluorophenyl)ethynyl)phenyl)pyridine-3,5-dicarbonitrile",0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2025.117027,QuantityModelTemplateParser,,,1,C1CCCO1,
"4-(4-((4-(9H-carbazol-9-yl)phenyl)ethynyl)phenyl)-2,6-bis(3,6-di-tert-butyl-9H-carbazol-9-yl)pyridine-3,5-dicarbonitrile",0.14,eV,[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2025.117027,QuantityModelTemplateParser,,,1,C1CCCO1,
"2,6-bis(3,6-di-tert-butyl-9H-carbazol-9-yl)-4-(4-(phenylethynyl)phenyl)pyridine-3,5-dicarbonitrile",0.11,eV,[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2025.117027,QuantityModelTemplateParser,,,1,Film,
"2,6-bis(3,6-di-tert-butyl-9H-carbazol-9-yl)-4-(4-((4-fluorophenyl)ethynyl)phenyl)pyridine-3,5-dicarbonitrile",0.23,eV,[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2025.117027,QuantityModelTemplateParser,,,1,Film,
"4-(4-((4-(9H-carbazol-9-yl)phenyl)ethynyl)phenyl)-2,6-bis(3,6-di-tert-butyl-9H-carbazol-9-yl)pyridine-3,5-dicarbonitrile",0.22,eV,[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2025.117027,QuantityModelTemplateParser,,,1,Film,
DTTrzDF-1,0.7,eV,[0.7],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.165052,AutoTableParser,,,1,CC1=CC=CC=C1,
DTTrzDF-2,0.53,eV,[0.53],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.165052,AutoTableParser,,,1,CC1=CC=CC=C1,
DTTrzDFph-3,0.8,eV,[0.8],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.165052,AutoTableParser,,,1,CC1=CC=CC=C1,
"10-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)benzyl)-9,9-dimethyl-9,10-dihydroacridine",0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.125827,STSplitTableParser,,,0,-,
"10-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenethyl)-9,9-dimethyl-9,10-dihydroacridine",0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.125827,STSplitTableParser,,,0,-,
"10-(3-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)propyl)-9,9-dimethyl-9,10-dihydroacridine",0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.125827,STSplitTableParser,,,0,-,
"10-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)benzyl)-9,9-dimethyl-9,10-dihydroacridine",0.06,eV,[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.125827,STSplitTableParser,,,1,Film,
"10-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenethyl)-9,9-dimethyl-9,10-dihydroacridine",0.17,eV,[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.125827,STSplitTableParser,,,1,Film,
"10-(3-(4-(4,6-diphenyl-1,3,5-triazin-2-yl)phenyl)propyl)-9,9-dimethyl-9,10-dihydroacridine",0.18,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.saa.2025.125827,STSplitTableParser,,,1,Film,
4CzTPN,0.11,eV,[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2025.107229,QuantityModelTemplateParser,,,1,Film,
tBuCON-ST,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.112770,AutoTableParser,,,1,CC1=CC=CC=C1,
tBuCON-ST,0.11,eV,[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.112770,QuantityModelTemplateParser,,,0,-,
tBuCON,0.28,eV,[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.112770,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
PCNDPA-H,0.3,eV,[0.3],ElectronVolt^(1.0),∆EST,10.1016/j.molstruc.2024.141219,AutoTableParser,,,1,CC1=CC=CC=C1,
PCNDPA-CH3,0.29,eV,[0.29],ElectronVolt^(1.0),∆EST,10.1016/j.molstruc.2024.141219,AutoTableParser,,,1,CC1=CC=CC=C1,
PCNDPA-CF3,0.28,eV,[0.28],ElectronVolt^(1.0),∆EST,10.1016/j.molstruc.2024.141219,AutoTableParser,,,1,CC1=CC=CC=C1,
PCNDPA-CF3,0.29,eV,[0.29],ElectronVolt^(1.0),ΔEST,10.1016/j.molstruc.2024.141219,MultiQuantityModelTemplateParser,,,0,-,
PCNDPA-H,0.22,eV,[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.molstruc.2024.141219,MultiQuantityModelTemplateParser,,,0,-,
PCNDPA-CH3,0.23,eV,[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.molstruc.2024.141219,MultiQuantityModelTemplateParser,,,0,-,
YCIT3,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.mtchem.2025.102796,AutoTableParser,,,1,CC1=CC=CC=C1,
YCIT4,0.06,eV,[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.mtchem.2025.102796,AutoTableParser,,,1,CC1=CC=CC=C1,
YCIT5,0.22,eV,[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.mtchem.2025.102796,AutoTableParser,,,1,CC1=CC=CC=C1,
YCIT8,0.28,eV,[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.mtchem.2025.102796,AutoTableParser,,,1,CC1=CC=CC=C1,
NO-BN,0.13,eV,[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.112681,AutoTableParser,,,1,CC1=CC=CC=C1,
BO-BN,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.112681,AutoTableParser,,,1,CC1=CC=CC=C1,
6-PTZ-FQ,0.11,eV,[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.162788,AutoTableParser,,,1,CC1=CC=CC=C1,
7-PTZ-FQ,0.42,eV,[0.42],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.162788,AutoTableParser,,,1,CC1=CC=CC=C1,
2CzTXT,0.031,eV,[0.031],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.112804,AutoTableParser,,,1,Film,
2PCzTXT,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2025.112804,AutoTableParser,,,1,Film,
tDPA-DtCzB,0.08,eV,[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.165947,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
tDMAC-DtCzB,0.1,eV,[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.165947,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
?-CzTRZ,0.55,eV,[0.55],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2025.107223,QuantityModelTemplateParser,,,1,Film,
?-InCzTRZ,0.12,eV,[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2025.107223,QuantityModelTemplateParser,,,1,Film,
SFBN3,0.13,eV,[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.165337,AutoTableParser,,,1,Film,
SFB2N3,0.06,eV,[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2025.165337,AutoTableParser,,,1,Film,
CNPP-TPA,0.21,(eV),[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135080,STSplitTableParser,,,0,-,
CNPP-TPA,0.08,eV,[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135080,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
CNPP-TPA,0.01-0.03,eV,"[0.01, 0.03]",ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.135080,QuantityModelTemplateParser,,,1,Film,
