nickname,raw_value,raw_units,value,units,specifier,doi,record_method,,,experimental,state,
PhBuCz-TRZ,0.27,[eV],[0.27],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110329,AutoTableParser,,,1,CC1CCCO1,
PyBuCz-TRZ,0.3,[eV],[0.3],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110329,AutoTableParser,,,1,CC1CCCO1,
BuCz-MeTRZ,0.25,[eV],[0.25],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110329,AutoTableParser,,,1,CC1CCCO1,
PyBuCz-MeTRZ,0.24,[eV],[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110329,AutoTableParser,,,1,CC1CCCO1,
CNBuCz-TRZ,0.43,[eV],[0.43],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110329,AutoTableParser,,,1,CC1CCCO1,
BuCz-TRZ,0.33,[eV],[0.33],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110329,AutoTableParser,,,0,-,
PhBuCz-TRZ,0.22,[eV],[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110329,AutoTableParser,,,0,-,
PyBuCz-TRZ,0.23,[eV],[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110329,AutoTableParser,,,0,-,
BuCz-MeTRZ,0.12,[eV],[0.12],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110329,AutoTableParser,,,0,-,
PyBuCz-MeTRZ,0.14,[eV],[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110329,AutoTableParser,,,0,-,
CNBuCz-TRZ,0.33,[eV],[0.33],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2022.110329,AutoTableParser,,,0,-,
3CzPhCN-O-Cz,0.29,[eV],[0.29],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2020.109941,AutoTableParser,,,1,CC1=CC=CC=C1,
3CzPhCN-O-Cz,0.39,[eV],[0.39],ElectronVolt^(1.0),ΔEST,10.1016/j.optmat.2020.109941,AutoTableParser,,,1,CC1=CC=CC=C1,
2CzP-INN,0.42,[eV],[0.42],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107633,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
2BTPA-INN,0.33,[eV],[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107633,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
2CzP-INN,0.2,[eV],[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107633,QuantityModelTemplateParser,,,0,-,
2BTPA-INN,0.13,[eV],[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2019.107633,QuantityModelTemplateParser,,,0,-,
"2,4,6-tri(9H-carbazol-9-yl)-3,5-bis(4-((4-vinylbenzyl)oxy)-9H-carbazol-9-yl) benzonitrile",0.16,[eV],[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108624,AutoTableParser,,,0,-,
"2,4,6-tri(9H-carbazol-9-yl)-3,5-bis(4-((6-(4-((4-vinylbenzyl)oxy)-9H-carbazol-9-yl)hexyl)oxy)-9H-carbazol-9-yl)benzonitrile",0.15,[eV],[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108624,AutoTableParser,,,0,-,
4-Ac,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105576,MultiQuantityModelTemplateParser,,,0,-,
2-Ac,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.105576,MultiQuantityModelTemplateParser,,,0,-,
4-Ac,0.15,eV,[0.15],ElectronVolt^(1.0),singlet - triplet splitting ΔEST,10.1016/j.orgel.2019.105576,MultiQuantityModelTemplateParser,,,1,Film,neat
2-Ac,0.47,eV,[0.47],ElectronVolt^(1.0),singlet - triplet splitting ΔEST,10.1016/j.orgel.2019.105576,MultiQuantityModelTemplateParser,,,1,Film,neat
PhQLPXZ,0.09,(eV),[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106518,AutoTableParser,,,1,Film,
PhQLPXZ,0.16,(eV),[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106518,AutoTableParser,,,0,-,
DACQ,0.08,eV,[0.08],ElectronVolt^(1.0),ΔEST,10.1021/jp511061t,QuantityModelTemplateParser,,,1,Film,
PXZQ,0.19,eV,[0.19],ElectronVolt^(1.0),ΔEST,10.1021/jp511061t,QuantityModelTemplateParser,,,1,Film,
PXZ-ICO,0.02,eV,[0.02],ElectronVolt^(1.0),ΔEst,10.1016/j.orgel.2020.105792,QuantityModelTemplateParser,,,0,-,
PXZ-ICO,0.14,eV,[0.14],ElectronVolt^(1.0),ΔEst,10.1016/j.orgel.2020.105792,QuantityModelTemplateParser,,,1,CC1CCCO1,
DMAC-FO,0.14,eV,[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.06.008,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
SPAC-FO,0.13,eV,[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2019.06.008,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
"2,3,4,5,6-pentakis(4-((6-((3-ethyloxetan-3-yl)methoxy)hexyl)oxy)-9H-fluoren-9-yl)benzonitrile",0.19,(eV),[0.19],ElectronVolt^(1.0),∆EST,10.1016/j.cej.2026.179652,AutoTableParser,,,1,CC1=CC=CC=C1,
"2,3,4,5,6-pentakis(4-((5-(4-((6-((3-ethyloxetan-3-yl)methoxy)hexyl)oxy)-9H-fluoren-9-yl)pentyl)oxy)-9H-fluoren-9-yl)benzonitrile",0.11,(eV),[0.11],ElectronVolt^(1.0),∆EST,10.1016/j.cej.2026.179652,AutoTableParser,,,1,CC1=CC=CC=C1,
"2,3,4,5,6-pentakis(4-((6-((3-ethyloxetan-3-yl)methoxy)hexyl)oxy)-9H-fluoren-9-yl)benzonitrile",0.13,(eV),[0.13],ElectronVolt^(1.0),∆EST,10.1016/j.cej.2026.179652,AutoTableParser,,,0,-,
"2,3,4,5,6-pentakis(4-((5-(4-((6-((3-ethyloxetan-3-yl)methoxy)hexyl)oxy)-9H-fluoren-9-yl)pentyl)oxy)-9H-fluoren-9-yl)benzonitrile",0.13,(eV),[0.13],ElectronVolt^(1.0),∆EST,10.1016/j.cej.2026.179652,AutoTableParser,,,0,-,
"10-(2-(4,6-diphenyl-1,3,5-triazin-2-yl)spiro[fluorene-9,9′-xanthen]-2′-yl)-9,9-dimethyl-9,10-dihydroacridine",0.13,eV,[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2026.122019,QuantityModelTemplateParser,,,0,-,
"10-(2-(4,6-diphenyl-1,3,5-triazin-2-yl)spiro[fluorene-9,9′-xanthen]-2′-yl)-9,9-dimethyl-9,10-dihydroacridine",0.15,eV,[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2026.122019,QuantityModelTemplateParser,,,1,Film,
pPhCz-QAO,0.05,[eV],[0.05],ElectronVolt^(1.0),∆EST,10.1016/j.chphma.2026.01.005,AutoTableParser,,,1,CC1=CC=CC=C1,
mPhCz-QAO,0.08,[eV],[0.08],ElectronVolt^(1.0),∆EST,10.1016/j.chphma.2026.01.005,AutoTableParser,,,1,CC1=CC=CC=C1,
PH-TPA,0.16,eV,[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.141074,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
BZ-TPA,0.18,eV,[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.141074,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
PO-TPA,0.06,eV,[0.06],ElectronVolt^(1.0),ΔESTs,10.1016/j.cej.2022.141074,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
trans-IQD-TPA,0.22,[eV],[0.22],ElectronVolt^(1.0),ΔEst,10.1016/j.cej.2026.178589,AutoTableParser,,,1,Film,
trans-IQD-BPPA,0.19,[eV],[0.19],ElectronVolt^(1.0),ΔEst,10.1016/j.cej.2026.178589,AutoTableParser,,,1,Film,
cis-IQD-TPA,0.09,[eV],[0.09],ElectronVolt^(1.0),ΔEst,10.1016/j.cej.2026.178589,AutoTableParser,,,1,Film,
cis-IQD-BPPA,0.08,[eV],[0.08],ElectronVolt^(1.0),ΔEst,10.1016/j.cej.2026.178589,AutoTableParser,,,1,Film,
CzeCzS,0.38,(eV),[0.38],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113762,AutoTableParser,,,1,Film,neat
eCz2S,0.36,(eV),[0.36],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113762,AutoTableParser,,,1,Film,neat
CzeCzM,0.35,(eV),[0.35],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113762,AutoTableParser,,,1,Film,neat
eCz2M,0.31,(eV),[0.31],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113762,AutoTableParser,,,1,Film,neat
CzeCzS,0.49,(eV),[0.49],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113762,AutoTableParser,,,1,Film,
eCz2S,0.57,(eV),[0.57],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113762,AutoTableParser,,,1,Film,
CzeCzM,0.34,(eV),[0.34],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113762,AutoTableParser,,,1,Film,
eCz2M,0.3,(eV),[0.3],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113762,AutoTableParser,,,1,Film,
tCON-TBA,0.15,eV,[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113913,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
P-CQA,0.05,(eV),[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113974,AutoTableParser,,,1,CC1=CC=CC=C1,
P-CZ-BPF-DFBP,0.2,(eV),[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113974,AutoTableParser,,,1,CC1=CC=CC=C1,
P-CQA-BPF-DFBP,0.13,(eV),[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113974,AutoTableParser,,,1,CC1=CC=CC=C1,
P-CQA,0.7,(eV),[0.7],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113974,AutoTableParser,,,0,-,
P-CZ-BPF-DFBP,0.24,(eV),[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113974,AutoTableParser,,,0,-,
P-CQA-BPF-DFBP,1.21,(eV),[1.21],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113974,AutoTableParser,,,0,-,
"9,9'-(1,8-naphthyridine-2,7-diyl)bis(N,N-diphenyl-9H-carbazol-3-amine)",0.14,eV,[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.synthmet.2026.118128,QuantityModelTemplateParser,,,0,-,
(4-(3-(diphenylamino)-9H-carbazol-9-yl)phenyl)(phenyl)methanone,0.23,eV,[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.synthmet.2026.118128,QuantityModelTemplateParser,,,0,-,
"3,5-bis(3-(diphenylamino)-9H-carbazol-9-yl)benzonitrile",0.17,eV,[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.synthmet.2026.118128,QuantityModelTemplateParser,,,0,-,
BO-BCz,0.16,(eV),[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2026.121896,AutoTableParser,,,1,Film,neat
BO-BCzPh,0.31,(eV),[0.31],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2026.121896,AutoTableParser,,,1,Film,neat
BO-BCz,0.071,eV,[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2026.121896,QuantityModelTemplateParser,,,0,-,
BO-BCzPh,0.121,eV,[0.31],ElectronVolt^(1.0),ΔEST,10.1016/j.jlumin.2026.121896,QuantityModelTemplateParser,,,0,-,
CzDPA-5Py2CN,0.19,eV,[0.19],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.179114,QuantityModelTemplateParser,,,1,Film,
CzDPA-2Py4CN,0.1,eV,[0.1],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.179114,MultiQuantityModelTemplateParser,,,1,Film,
CzDPA-5Py2CN,0.21,eV,[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.179114,QuantityModelTemplateParser,,,0,-,
CzDPA-2Py4CN,0.14,eV,"[0.1, 0.19]",ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.179114,QuantityModelTemplateParser,,,0,-,
PY-TPA,0.13,eV,[0.13],ElectronVolt^(1.0),ΔESTs,10.1016/j.cej.2021.130470,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
CF3-TPA,0.08,eV,[0.08],ElectronVolt^(1.0),ΔESTs,10.1016/j.cej.2021.130470,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
CN-TPA,0.1,eV,[0.1],ElectronVolt^(1.0),ΔESTs,10.1016/j.cej.2021.130470,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
2TPA-QX-2TE,0.27,eV,[0.27],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113615,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
4TPA-QX,0.29,eV,[0.29],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113615,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
2TPA-QX-2TPA2TE,0.28,eV,[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113615,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
2TPA-QX-2TE,0.25,eV,[0.25],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113615,MultiQuantityModelTemplateParser,,,0,-,
4TPA-QX,0.27,eV,[0.27],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113615,MultiQuantityModelTemplateParser,,,0,-,
2TPA-QX-2TPA2TE,0.26,eV,[0.26],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113615,MultiQuantityModelTemplateParser,,,0,-,
AI-DPA,0.27,(eV),[0.27],ElectronVolt^(1.0),ΔEST,10.1016/j.molstruc.2026.146451,AutoTableParser,,,1,CC1=CC=CC=C1,
AI-mDPA,0.22,(eV),[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.molstruc.2026.146451,AutoTableParser,,,1,CC1=CC=CC=C1,
AI-mDPA,0.3,eV,[0.3],ElectronVolt^(1.0),ΔEST,10.1016/j.molstruc.2026.146451,MultiQuantityModelTemplateParser,,,0,-,
AI-DPA,0.36,eV,[0.36],ElectronVolt^(1.0),ΔEST,10.1016/j.molstruc.2026.146451,MultiQuantityModelTemplateParser,,,0,-,
tPh-NICz,0.26,eV,[0.26],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177650,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
OEt-NICz,0.28,eV,[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177491,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
SMe-NICz,0.28,eV,[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177491,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
PhCz-NICz,0.28,eV,[0.28],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177650,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
tCz-NICz,0.17,eV,[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177650,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
mBZT-BNO,0.17,eV,[0.17],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177839,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
MES-BNO,0.13,eV,[0.13],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177839,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
pBZT-BNO,0.2,eV,[0.2],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177839,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
mBZT-BNO,0.23,eV,[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177839,QuantityModelTemplateParser,,,0,-,
MES-BNO,0.3,eV,[0.30],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177839,QuantityModelTemplateParser,,,0,-,
pBZT-BNO,0.21,eV,[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177839,QuantityModelTemplateParser,,,0,-,
BT�HIC�XT,0.097,eV,[0.097],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113616,AutoTableParser,,,1,Film,
PC�HIC�XT,0.108,eV,[0.108],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113616,AutoTableParser,,,1,Film,
BOP-HICXT,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113616,AutoTableParser,,,1,Film,
PhICzCz,0.24,eV,[0.24],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.178994,MultiQuantityModelTemplateParser,,,1,Film,
tBuICzCz,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.178994,MultiQuantityModelTemplateParser,,,1,Film,
PhICzCz,0.404,eV,[0.404],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.178994,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
tBuICzCz,0.435,eV,[0.435],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.178994,MultiQuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
Si-PN1,0.02,(eV),[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113975,AutoTableParser,,,1,Film,neat
Si-PN2,0.01,(eV),[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2026.113975,AutoTableParser,,,1,Film,neat
CzCzPh,0.46,eV,[0.46],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177126,QuantityModelTemplateParser,,,0,-,
AdCzCzPhAd,0.42,eV,[0.42],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177126,QuantityModelTemplateParser,,,0,-,
CzCzPh,0.38,eV,[0.38],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177126,QuantityModelTemplateParser,,,1,Film,
AdCzCzPhAd,0.4,eV,[0.4],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2026.177126,QuantityModelTemplateParser,,,1,Film,
Cz-TRZ,0.36,[eV],[0.36],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109581,AutoTableParser,,,1,CC1CCCO1,
1-MeCz-TRZ,0.23,[eV],[0.23],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109581,AutoTableParser,,,1,CC1CCCO1,
1-MeCz-Pm,0.21,[eV],[0.21],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109581,AutoTableParser,,,1,CC1CCCO1,
Cz-TRZ,0.38,[eV],[0.38],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109581,AutoTableParser,,,0,-,
1-MeCz-TRZ,0.20,[eV],[0.20],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109581,AutoTableParser,,,0,-,
1-MeCz-Pm,0.26,[eV],[0.26],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109581,AutoTableParser,,,0,-,
NPABP1,0.52,[eV],[0.52],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109868,QuantityModelTemplateParser,,,1,C1CCCO1,
NPABP2,0.47,eV,[0.47],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109868,QuantityModelTemplateParser,,,1,C1CCCO2,
BC,0.08,eV,[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106365,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
BC5F,0.49,eV,[0.49],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106365,QuantityModelTemplateParser,,,1,CC1=CC=CC=C1,
BC,0.16,eV,[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106365,QuantityModelTemplateParser,,,0,-,
BC5F,0.49,eV,[0.49],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2021.106365,QuantityModelTemplateParser,,,0,-,
TR-2tCz,0.05,eV,[0.05],ElectronVolt^(1.0),ΔEST,10.1016/j.mseb.2021.115441,QuantityModelTemplateParser,,,1,Film,
OMTR-tCz,0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.mseb.2021.115441,QuantityModelTemplateParser,,,1,Film,
TR-26tCz,0.06,eV,[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.mseb.2021.115441,QuantityModelTemplateParser,,,1,Film,
TR-2tCz,0.02,eV,[0.02],ElectronVolt^(1.0),ΔEST,10.1016/j.mseb.2021.115441,QuantityModelTemplateParser,,,0,-,
OMTR-tCz,0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.mseb.2021.115441,QuantityModelTemplateParser,,,0,-,
TR-26tCz,0.06,eV,[0.06],ElectronVolt^(1.0),ΔEST,10.1016/j.mseb.2021.115441,QuantityModelTemplateParser,,,0,-,
PhQLPXZ.,0.09,(eV),[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.orgel.2022.106518,AutoTableParser,,,0,-,
2PXZBN,0.19,[eV],[0.19],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131169,AutoTableParser,,,1,CC1=CC=CC=C1,
2PTZBN,0.15,[eV],[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131169,AutoTableParser,,,1,CC1=CC=CC=C1,
2PXZBN,0.18,[eV],[0.18],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131169,AutoTableParser,,,1,Film,
2PTZBN,0.14,[eV],[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.131169,AutoTableParser,,,1,Film,
PT-BZ-DMAC,0.045,[eV],[0.045],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109649,MultiQuantityModelTemplateParser,,,0,-,
PS-BZ-DMAC,0.084,[eV],[0.084],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2021.109649,MultiQuantityModelTemplateParser,,,0,-,
TrzCz-Me,0.36,[eV],[0.36],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108732,AutoTableParser,,,1,CC1=CC=CC=C1,
TrzCz-CN,0.08,[eV],[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108732,AutoTableParser,,,1,CC1=CC=CC=C1,
TrzDMAC-Me,0.01,[eV],[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108732,AutoTableParser,,,1,CC1=CC=CC=C1,
TrzPXZ-Me,0.01,[eV],[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108732,AutoTableParser,,,1,CC1=CC=CC=C1,
TrzPXZ-CN,0.01,[eV],[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108732,AutoTableParser,,,1,CC1=CC=CC=C1,
TrzCz-Me,0.16,eV,[0.16],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108733,AutoTableParser,,,0,-,
TrzDMAC-Me,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108732,QuantityModelTemplateParser,,,0,-,
TrzPXZ-Me,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108732,QuantityModelTemplateParser,,,0,-,
TrzPXZ-CN,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.dyepig.2020.108732,QuantityModelTemplateParser,,,0,-,
Ph-DMAC,0.0004,eV,[0.0004],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.126107,AutoTableParser,,,0,-,
Na-DMAC,0.0005,eV,[0.0005],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.126107,AutoTableParser,,,0,-,
3Py-DMAC,0.0003,eV,[0.0003],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.126107,QuantityModelTemplateParser,,,0,-,
Ph-DMAC,0.6,eV,[0.6],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.126107,QuantityModelTemplateParser,,,1,Film,
Na-DMAC,0.15,eV,[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.126107,QuantityModelTemplateParser,,,1,Film,
3Py-DMAC,0.04,eV,[0.04],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2020.126107,AutoTableParser,,,1,Film,
CzPCN,0.14,eV,[0.14],ElectronVolt^(1.0),ΔEST,10.1016/j.jare.2021.01.014,AutoTableParser,,,1,C1CCCO1,
tCzPCN,0.09,eV,[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.jare.2021.01.014,QuantityModelTemplateParser,,,1,C1CCCO1,
MeOCzPCN,0.01,eV,[0.01],ElectronVolt^(1.0),ΔEST,10.1016/j.jare.2021.01.014,QuantityModelTemplateParser,,,1,C1CCCO1,
CzPCN,0.08,eV,[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.jare.2021.01.014,QuantityModelTemplateParser,,,1,Film,
tCzPCN,0.07,eV,[0.07],ElectronVolt^(1.0),ΔEST,10.1016/j.jare.2021.01.014,AutoTableParser,,,1,Film,
MeOCzPCN,0.03,eV,[0.03],ElectronVolt^(1.0),ΔEST,10.1016/j.jare.2021.01.014,AutoTableParser,,,1,Film,
m-CzPym,0.22,(eV),[0.22],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136292,QuantityModelTemplateParser,,,1,ClC([H])([H])Cl,
p-CzPym,0.15,(eV),[0.15],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136292,AutoTableParser,,,1,ClC([H])([H])Cl,
m-CzTrz,0.11,(eV),[0.11],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136292,AutoTableParser,,,1,ClC([H])([H])Cl,
p-CzTrz,0.09,(eV),[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136292,AutoTableParser,,,1,ClC([H])([H])Cl,
m-CzPym,0.44,(eV),[0.44],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136292,AutoTableParser,,,0,-,
p-CzPym,0.46,(eV),[0.46],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136292,AutoTableParser,,,0,-,
m-CzTrz,0.31,(eV),[0.31],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136292,AutoTableParser,,,0,-,
p-CzTrz,0.4,(eV),[0.4],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2022.136292,AutoTableParser,,,0,-,
ICBNTrz1,0.09,(eV),[0.09],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.130988,AutoTableParser,,,1,CC1=CC=CC=C1,
ICBNTrz2,0.08,(eV),[0.08],ElectronVolt^(1.0),ΔEST,10.1016/j.cej.2021.130988,AutoTableParser,,,1,CC1=CC=CC=C1,
